STARFIRE_INCIDENT_ID,INCIDENT_DATETIME,ALARM_BOX_BOROUGH,ALARM_BOX_NUMBER,ALARM_BOX_LOCATION,INCIDENT_BOROUGH,ZIPCODE,POLICEPRECINCT,ALARM_SOURCE_DESCRIPTION_TX,INCIDENT_CLASSIFICATION,INCIDENT_CLASSIFICATION_GROUP,DISPATCH_RESPONSE_SECONDS_QY
1.50E+15,1/1/2015 1:31,BROOKLYN,837,BUSHWICK AVE & CHAUNCEY ST,BROOKLYN,11207,83,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,25
1.50E+15,1/1/2015 1:33,BROOKLYN,836,BROADWAY & ROCKAWAY AVE,BROOKLYN,11207,83,Verbal,Assist Civilian - Non-Medical,NonMedical Emergencies,49
1.50E+15,1/1/2015 1:33,BRONX,3193,JEROME AVE & 183 ST,BRONX,10468,52,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 1:34,MANHATTAN,1567,ST NICHOLAS AVE & W 136 ST,MANHATTAN,10030,32,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,10
1.50E+15,1/1/2015 1:36,MANHATTAN,1406,PARK AVE & E 118 ST,MANHATTAN,10035,25,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,51
1.50E+15,1/1/2015 1:36,BRONX,2726,"WEBSTER AVE, 600 FEET NORTH OF EAST 169T",BRONX,10456,42,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 1:37,QUEENS,4765,JAMAICA AVE & 150 ST,QUEENS,11435,103,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,6
1.50E+15,1/1/2015 1:37,BRONX,3181,RYER AV & 182 ST,BRONX,10457,46,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,252
1.50E+15,1/1/2015 1:38,BRONX,2365,SENECA AVE & FAILE ST,BRONX,10474,41,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 1:38,MANHATTAN,1277,1 AVE & 102 ST,MANHATTAN,10029,23,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,21
1.50E+15,1/1/2015 1:38,MANHATTAN,1835,10 AVE & W 201 ST,MANHATTAN,10034,34,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,5
1.50E+15,1/1/2015 1:39,BRONX,3563,BAINBRIDGE AVE & 204 ST,BRONX,10467,52,UCT/911,Non-Medical MFA - Phone,NonMedical MFAs,23
1.50E+15,1/1/2015 1:39,MANHATTAN,685,2 AVE & E 31 ST,MANHATTAN,10016,17,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,126
1.50E+15,1/1/2015 1:39,MANHATTAN,866,8 AVE & W 51 ST,MANHATTAN,10019,18,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,6
1.50E+15,1/1/2015 1:39,RICHMOND / STATEN ISLAND,2174,SOUTH AVE & GOETHALS RD NORTH,RICHMOND / STATEN ISLAND,10303,121,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,15
1.50E+15,1/1/2015 1:39,QUEENS,9334,NORTHERN BLVD & 109 ST,QUEENS,11368,115,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 1:39,BROOKLYN,1610,ROCHESTER AVE & STERLING PL,BROOKLYN,11213,77,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,118
1.50E+15,1/1/2015 1:40,MANHATTAN,845,PARK AVE & E 49 ST,MANHATTAN,10022,18,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,7
1.50E+15,1/1/2015 1:40,MANHATTAN,159,CHURCH & FRANKLIN STS,MANHATTAN,10013,1,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,33
1.50E+15,1/1/2015 1:40,MANHATTAN,389,6 AVE & WASHINGTON PL,MANHATTAN,10014,6,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,37
1.50E+15,1/1/2015 1:41,BROOKLYN,530,COURT & SCHERMERHORN STS,BROOKLYN,11201,84,Verbal,Assist Civilian - Non-Medical,NonMedical Emergencies,40
1.50E+15,1/1/2015 1:41,BRONX,2318,WESTCHESTER AVE & E 158 ST,BRONX,10459,40,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,6
1.50E+15,1/1/2015 1:43,MANHATTAN,1123,RIVERSIDE DR & 81 ST,MANHATTAN,10024,20,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 1:44,MANHATTAN,361,BLEEKER ST-250' E. OF LA GUARDIA PL,MANHATTAN,10012,6,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,144
1.50E+15,1/1/2015 1:44,BRONX,2936,GRAND CONCOURSE & 175 ST,BRONX,10453,46,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,6
1.50E+15,1/1/2015 1:44,MANHATTAN,1670,8 AVE & 155 ST,MANHATTAN,10039,32,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,37
1.50E+15,1/1/2015 1:44,QUEENS,4607,33RD AVE AND UNION ST,QUEENS,11354,109,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,9
1.50E+15,1/1/2015 1:46,RICHMOND / STATEN ISLAND,133,BRIGHTON AVE & CASTLETON AVE,RICHMOND / STATEN ISLAND,10301,120,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,8
1.50E+15,1/1/2015 1:46,BRONX,2185,3 AVE & 143 ST,BRONX,10451,40,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,6
1.50E+15,1/1/2015 1:47,MANHATTAN,867,10 AVE & W 51 ST,MANHATTAN,10019,18,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,248
1.50E+15,1/1/2015 1:47,QUEENS,4016,CYPRESS AVE & DECATUR ST,QUEENS,11385,104,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 1:47,QUEENS,6228,18 AVE & MURRAY ST,QUEENS,11357,109,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,7
1.50E+15,1/1/2015 1:48,MANHATTAN,405,ALLEN ST & STANTON ST,MANHATTAN,10002,7,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,41
1.50E+15,1/1/2015 1:49,MANHATTAN,740,6 AVE & W 37 ST,MANHATTAN,10018,14,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,12
1.50E+15,1/1/2015 1:49,RICHMOND / STATEN ISLAND,710,BURNSIDE AVE & JEWETT AVE,RICHMOND / STATEN ISLAND,10302,120,EMS Link/Medical,Assist Civilian - Non-Medical,NonMedical Emergencies,8
1.50E+15,1/1/2015 1:50,MANHATTAN,1188,2 AVE & 89 ST,MANHATTAN,10128,19,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,6
1.50E+15,1/1/2015 1:50,QUEENS,7620,BKLYN QUEENS EXPY & 30 AV E SVC R,QUEENS,11377,114,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 1:50,MANHATTAN,1689,BROADWAY & 163 ST,MANHATTAN,10032,33,Verbal,Utility Emergency - Electric,NonMedical Emergencies,49
1.50E+15,1/1/2015 1:51,MANHATTAN,319,MULBERRY ST & SPRING ST,MANHATTAN,10013,5,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,511
1.50E+15,1/1/2015 1:52,BRONX,2735,BOONE AVE & FREEMAN ST,BRONX,10459,42,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,4
1.50E+15,1/1/2015 1:54,MANHATTAN,1008,RIVERSIDE BLVD & W 69 ST,MANHATTAN,10069,20,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 1:54,MANHATTAN,29,STONE ST OPP MILL LANE,MANHATTAN,10004,1,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,4
1.50E+15,1/1/2015 1:56,BRONX,2771,GRAND CONCOURSE & 172 ST,BRONX,10457,44,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,6
1.50E+15,1/1/2015 1:56,MANHATTAN,1328,LEXINGTON AVE & 109 ST,MANHATTAN,10029,23,Verbal,Medical - Assist Civilian,Medical Emergencies,55
1.50E+15,1/1/2015 1:57,MANHATTAN,187,THOMPSON & CANAL STS,MANHATTAN,10013,1,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,7
1.50E+15,1/1/2015 1:57,MANHATTAN,706,8 AVE & W 33 ST,MANHATTAN,10001,14,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,8
1.50E+15,1/1/2015 1:59,MANHATTAN,1733,ST. NICHOLAS AVE AND 178TH ST,MANHATTAN,10033,33,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,10
1.50E+15,1/1/2015 2:00,QUEENS,2210,S/S QUEENS BLVD OPP 53 ST,QUEENS,11377,108,Phone,Vehicle Accident - Other,NonMedical Emergencies,43
1.50E+15,1/1/2015 2:01,MANHATTAN,1424,PLEASANT AVE & E 119 ST,MANHATTAN,10035,25,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,9
1.50E+15,1/1/2015 2:01,BRONX,8921,NEW ENG THWY-BRUCKNER EXPY TO BARTOW AVE,BRONX,10475,45,Phone,Undefined Emergency,NonMedical Emergencies,0
1.50E+15,1/1/2015 2:01,QUEENS,2045,157 AVE. & 96 ST.,QUEENS,11414,106,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,5
1.50E+15,1/1/2015 2:02,MANHATTAN,957,WEST END AVE & 62 ST,MANHATTAN,10023,20,Phone,Assist Civilian - Non-Medical,NonMedical Emergencies,42
1.50E+15,1/1/2015 2:02,MANHATTAN,367,BOWERY & GREAT JONES ST,MANHATTAN,10003,9,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,45
1.50E+15,1/1/2015 2:03,BROOKLYN,596,DE KALB AVE & FLATBUSH AVE EXT,BROOKLYN,11201,84,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,7
1.50E+15,1/1/2015 2:03,MANHATTAN,1488,POWELL BLVD & 126 ST,MANHATTAN,10027,28,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,5
1.50E+15,1/1/2015 2:05,BROOKLYN,2834,17 AVE & 86 ST,BROOKLYN,11214,62,UCT/911,Vehicle Accident - Other,NonMedical Emergencies,12
1.50E+15,1/1/2015 2:06,BROOKLYN,3015,AVENUE K & E 17 ST,BROOKLYN,11230,70,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,36
1.50E+15,1/1/2015 2:06,QUEENS,8804,105 AVE & 133 ST,QUEENS,11419,106,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,12
1.50E+15,1/1/2015 2:06,BROOKLYN,269,JOHNSON AVE & HUMBOLDT ST,BROOKLYN,11206,90,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,8
1.50E+15,1/1/2015 2:07,BROOKLYN,1277,5 AVE & 14 ST,BROOKLYN,11215,78,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,3
1.50E+15,1/1/2015 2:07,BRONX,2262,TINTON AVE & 152 ST,BRONX,10455,40,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,4
1.50E+15,1/1/2015 2:08,QUEENS,4488,CHERRY AVE & 147 ST,QUEENS,11355,109,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,22
1.50E+15,1/1/2015 2:09,BRONX,3701,BROADWAY & W 225 ST,BRONX,10463,50,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 2:10,BROOKLYN,909,LEWIS AVE & MAC DONOUGH ST,BROOKLYN,11233,81,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 2:10,BROOKLYN,1473,7 AVE & 41 ST,BROOKLYN,11232,72,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 2:11,BRONX,4797,ANDREWS AVE AND W 183RD ST,BRONX,10453,52,Phone,Assist Civilian - Non-Medical,NonMedical Emergencies,218
1.50E+15,1/1/2015 2:12,BRONX,4457,FOOT OF DE KRUIF PL,BRONX,10475,45,UCT/911,Alarm System - Defective,NonMedical Emergencies,28
1.50E+15,1/1/2015 2:13,RICHMOND / STATEN ISLAND,963,VAN NAME AVE 1325' N OF FOREST AVE,RICHMOND / STATEN ISLAND,10303,121,UCT/911,Odor - Other Smoke,NonMedical Emergencies,9
1.50E+15,1/1/2015 2:14,MANHATTAN,1284,AMSTERDAM AVE & 103 ST,MANHATTAN,10025,24,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,9
1.50E+15,1/1/2015 2:14,BROOKLYN,316,WYTHE PL & WILSON ST,BROOKLYN,11249,90,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,24
1.50E+15,1/1/2015 2:14,MANHATTAN,936,LEXINGTON AVE & E 59 ST,MANHATTAN,10022,19,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,6
1.50E+15,1/1/2015 2:15,BRONX,2933,DAVIDSON AVE & W. CLIFFORD PL,BRONX,10453,46,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,61
1.50E+15,1/1/2015 2:16,MANHATTAN,780,12 AVE OPP W 41 ST,MANHATTAN,10018,10,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,5
1.50E+15,1/1/2015 2:17,QUEENS,3327,N/S H. HARDING EXPY & JUNCTION BLVD,QUEENS,11374,112,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,71
1.50E+15,1/1/2015 2:18,BROOKLYN,2202,LENOX RD & E 94 ST,BROOKLYN,11212,67,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,8
1.50E+15,1/1/2015 2:18,QUEENS,9344,36 AVE & 108 ST,QUEENS,11368,115,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 2:19,BROOKLYN,150,GRAHAM AVE & NEWTON ST,BROOKLYN,11222,94,UCT/911,Demolition Debris or Rubbish Fire,NonStructural Fires,5
1.50E+15,1/1/2015 2:19,BROOKLYN,1892,NICHOLS AVE & ETNA ST,BROOKLYN,11208,75,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,4
1.50E+15,1/1/2015 2:20,BRONX,3049,BEACH AVE & ARCHER ST,BRONX,10460,43,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,11
1.50E+15,1/1/2015 2:20,BROOKLYN,1465,5 AVE & 47 ST,BROOKLYN,11220,72,UCT/911,Alarm System - Defective,NonMedical Emergencies,7
1.50E+15,1/1/2015 2:20,MANHATTAN,826,LEXINGTON AVE & 47 ST,MANHATTAN,10017,17,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 2:22,MANHATTAN,541,GREENWICH & HORATIO STS,MANHATTAN,10014,6,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,5
1.50E+15,1/1/2015 2:23,MANHATTAN,786,7 AVE & W 42 ST,MANHATTAN,10036,14,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,9
1.50E+15,1/1/2015 2:23,BRONX,2897,WESTCHESTER & BOYNTON AVES,BRONX,10472,43,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 2:23,QUEENS,4039,ONDERDONK AVE & STANHOPE ST,QUEENS,11385,104,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 2:25,MANHATTAN,1280,E/S COLUMBUS AVE & 103 ST,MANHATTAN,10025,24,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,12
1.50E+15,1/1/2015 2:25,BROOKLYN,901,GATES & LEWIS AVES,BROOKLYN,11221,81,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,11
1.50E+15,1/1/2015 2:25,MANHATTAN,571,9 AVE & W 16 ST,MANHATTAN,10011,10,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,10
1.50E+15,1/1/2015 2:26,QUEENS,4578,SENECA AVE & SUMMERFIELD ST,QUEENS,11385,104,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,12
1.50E+15,1/1/2015 2:26,MANHATTAN,439,E 7 ST & AVE C\LOISAIDA AVE,MANHATTAN,10009,9,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,7
1.50E+15,1/1/2015 2:26,RICHMOND / STATEN ISLAND,1155,HOLLAND AVE & RICHMOND TERR,RICHMOND / STATEN ISLAND,10303,121,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,249
1.50E+15,1/1/2015 2:26,MANHATTAN,1641,BROADWAY & 149 ST,MANHATTAN,10031,30,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,6
1.50E+15,1/1/2015 2:27,BROOKLYN,2485,AVENUE C & E 8 ST,BROOKLYN,11218,66,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,9
1.50E+15,1/1/2015 2:27,BROOKLYN,1092,FLATBUSH AVE & WINTHROP ST,BROOKLYN,11225,71,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,3
1.50E+15,1/1/2015 2:27,QUEENS,5620,114 RD & 194 ST,QUEENS,11412,113,UCT/911,Automobile Fire,NonStructural Fires,8
1.50E+15,1/1/2015 2:28,MANHATTAN,1410,ST NICHOLAS AVE & W 118 ST,MANHATTAN,10026,28,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,334
1.50E+15,1/1/2015 2:28,MANHATTAN,716,PARK AVE & 34 ST,MANHATTAN,10016,14,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,7
1.50E+15,1/1/2015 2:28,QUEENS,1201,BEACH CHANNEL DR & B41 ST,QUEENS,11691,101,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,6
1.50E+15,1/1/2015 2:29,BRONX,2517,3 AVE & E 165 ST,BRONX,10456,42,PD Link/Medical,Medical MFA - PD Link,Medical MFAs,7
1.50E+15,1/1/2015 2:32,BRONX,4845,E229 ST-500' WEST OF SCHIEFFELIN AVE,BRONX,10466,47,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 2:32,MANHATTAN,569,7 AVE & W 16 ST,MANHATTAN,10011,13,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,201
1.50E+15,1/1/2015 2:34,MANHATTAN,1671,AMSTERDAM AVE & 156 ST,MANHATTAN,10032,33,UCT/911,Utility Emergency - Water,NonMedical Emergencies,10
1.50E+15,1/1/2015 2:34,MANHATTAN,1466,5 AVE & 124 ST,MANHATTAN,10035,25,Phone,Odor - Other Than Smoke,NonMedical Emergencies,25
1.50E+15,1/1/2015 2:36,MANHATTAN,806,3 AVE & E 44 ST,MANHATTAN,10017,17,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,265
1.50E+15,1/1/2015 2:36,RICHMOND / STATEN ISLAND,2514,VICTORY BLVD & ARLENE ST/OVFD,RICHMOND / STATEN ISLAND,10314,121,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,9
1.50E+15,1/1/2015 2:36,BRONX,3684,BRONX BLVD & 224 ST,BRONX,10467,47,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,7
1.50E+15,1/1/2015 2:36,RICHMOND / STATEN ISLAND,2798,RICHMOND & ROCKLAND AVES,RICHMOND / STATEN ISLAND,10314,121,UCT/911,Vehicle Accident - Other,NonMedical Emergencies,20
1.50E+15,1/1/2015 2:37,BRONX,2590,WASHINGTON AVE & 168 ST,BRONX,10456,42,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,14
1.50E+15,1/1/2015 2:39,MANHATTAN,963,YORK AVE & 63 ST,MANHATTAN,10065,19,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,42
1.50E+15,1/1/2015 2:40,QUEENS,7387,35 AVE & 31 ST,QUEENS,11106,114,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,19
1.50E+15,1/1/2015 2:41,BROOKLYN,316,WYTHE PL & WILSON ST,BROOKLYN,11249,90,UCT/911,Utility Emergency - Water,NonMedical Emergencies,11
1.50E+15,1/1/2015 2:41,MANHATTAN,818,11 AVE & 46 ST,MANHATTAN,10036,18,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 2:43,MANHATTAN,1661,ST. NICHOLAS AVE & 153 ST,MANHATTAN,10031,30,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 2:43,BRONX,2345,MELROSE AVE & 161 ST,BRONX,10451,42,UCT/911,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,6
1.50E+15,1/1/2015 2:43,MANHATTAN,766,7 AVE & W 40 ST,MANHATTAN,10018,14,Private Fire Alarm,Alarm System - Unnecessary,NonMedical Emergencies,52
1.50E+15,1/1/2015 2:44,MANHATTAN,890,5 AVE & 54 ST,MANHATTAN,10022,18,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,249
1.50E+15,1/1/2015 2:44,MANHATTAN,1420,W 119 ST & LENOX AVE\MALCOLM X BLVD,MANHATTAN,10026,28,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 2:46,BROOKLYN,760,IRVING AVE & GREENE AVE,BROOKLYN,11237,83,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,178
1.50E+15,1/1/2015 2:47,MANHATTAN,1670,8 AVE & 155 ST,MANHATTAN,10039,32,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,21
1.50E+15,1/1/2015 2:47,BROOKLYN,144,LEONARD ST & BAYARD ST,BROOKLYN,11222,94,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,9
1.50E+15,1/1/2015 2:47,BROOKLYN,740,KNICKERBOCKER AVE & SUYDAM ST,BROOKLYN,11237,83,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 2:48,MANHATTAN,547,10 AVE & LITTLE W 12 ST,MANHATTAN,10014,6,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,3
1.50E+15,1/1/2015 2:48,BRONX,2666,WHITE PLAINS RD & STORY AVE,BRONX,10473,43,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,8
1.50E+15,1/1/2015 2:50,BROOKLYN,1658,PITKIN AVE & CHESTER ST,BROOKLYN,11212,73,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,6
1.50E+15,1/1/2015 2:51,BRONX,2518,GILLESPIE SQ-NW COR. OF 165 ST,BRONX,10456,44,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,6
1.50E+15,1/1/2015 2:51,BROOKLYN,1604,E NEW YORK AVE & UTICA AVE,BROOKLYN,11213,71,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,6
1.50E+15,1/1/2015 2:51,BRONX,2127,ALEXANDER AVE & 135 ST,BRONX,10454,40,UCT/911,Vehicle Accident - Other,NonMedical Emergencies,43
1.50E+15,1/1/2015 2:53,QUEENS,8983,164 AVE & 85 ST,QUEENS,11414,106,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,9
1.50E+15,1/1/2015 2:54,BRONX,3609,SEYMOUR & GIVAN AVES,BRONX,10469,47,Phone,Vehicle Accident - Other,NonMedical Emergencies,58
1.50E+15,1/1/2015 2:54,MANHATTAN,1466,5 AVE & 124 ST,MANHATTAN,10035,25,Phone,Utility Emergency - Gas,NonMedical Emergencies,73
1.50E+15,1/1/2015 2:54,MANHATTAN,1791,BROADWAY AND DYCKMAN ST,MANHATTAN,10034,34,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 2:54,QUEENS,1237,ALMEDA AVE & BEACH 69 ST,QUEENS,11692,100,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,14
1.50E+15,1/1/2015 2:54,BROOKLYN,1804,BELMONT & ATKINS AVES,BROOKLYN,11208,75,UCT/911,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,12
1.50E+15,1/1/2015 2:55,MANHATTAN,1203,LEXINGTON AVE & 91 ST,MANHATTAN,10128,19,PD Link/Medical,Vehicle Accident - Other,NonMedical Emergencies,13
1.50E+15,1/1/2015 2:56,MANHATTAN,898,8 AVE & W 55 ST,MANHATTAN,10019,18,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,7
1.50E+15,1/1/2015 2:57,MANHATTAN,945,AMSTERDAM AVE & 61 ST,MANHATTAN,10023,20,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,7
1.50E+15,1/1/2015 2:57,BROOKLYN,955,NOSTRAND AVE & PACIFIC ST,BROOKLYN,11216,79,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,10
1.50E+15,1/1/2015 2:57,BROOKLYN,1556,OCEAN AVE & ALBEMARLE RD,BROOKLYN,11226,70,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,21
1.50E+15,1/1/2015 2:57,BRONX,2284,WESTCHESTER & FOREST AVES,BRONX,10455,40,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,10
1.50E+15,1/1/2015 2:58,MANHATTAN,747,7 AVE & 38 ST,MANHATTAN,10018,14,UCT/911,Medical - Assist Civilian,Medical Emergencies,11
1.50E+15,1/1/2015 2:58,BRONX,3482,BURKE AVE & EASTCHESTER RD,BRONX,10469,47,Phone,Assist Civilian - Non-Medical,NonMedical Emergencies,55
1.50E+15,1/1/2015 3:02,BROOKLYN,3278,AVENUE W & OCEAN AVE,BROOKLYN,11229,61,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,10
1.50E+15,1/1/2015 3:02,BROOKLYN,836,BROADWAY & ROCKAWAY AVE,BROOKLYN,11233,73,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 3:02,MANHATTAN,818,11 AVE & 46 ST,MANHATTAN,10036,18,Phone,Assist Civilian - Non-Medical,NonMedical Emergencies,67
1.50E+15,1/1/2015 3:02,MANHATTAN,915,8 AVE & W 57 ST,MANHATTAN,10019,18,Verbal,Assist Civilian - Non-Medical,NonMedical Emergencies,40
1.50E+15,1/1/2015 3:02,QUEENS,6571,GOTHIC DR & 167 ST,QUEENS,11432,107,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,9
1.50E+15,1/1/2015 3:03,BROOKLYN,219,DRIGGS AVE & S 5 ST,BROOKLYN,11211,90,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,74
1.50E+15,1/1/2015 3:03,MANHATTAN,1045,2 AVE & 73 ST,MANHATTAN,10021,19,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,41
1.50E+15,1/1/2015 3:03,BRONX,2309,PARK AVE & 158 ST,BRONX,10451,40,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,5
1.50E+15,1/1/2015 3:04,MANHATTAN,1497,W 127 ST & LENOX AVE/MALCOLM X BLVD,MANHATTAN,10027,32,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,9
1.50E+15,1/1/2015 3:05,QUEENS,7743,ASTORIA BLVD & 89 ST,QUEENS,11369,115,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 3:05,MANHATTAN,689,7 AVE & W 31 ST,MANHATTAN,10001,14,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
